583470800116383748,4121,Administrator,,2,4113
583470800615505924,4181,uasc,,2,4104
583470800619700224,4180,ktms,,2,4104
583470800619700225,4179,oracle,,2,4104
583470800619700226,4178,test,,2,4104
583470800619700227,4177,sync,,2,4104
583470800619700228,4111,root,,1,4104
583470800791666690,15788,administrator,,2,15622
583470800862969859,15889,root,,1,15616
583470800917495811,15614,root,,1,15609
583470801005576193,15550,root,,1,15542
583470801127211008,15691,test,,2,15526
583470801127211009,15606,root,,1,15526
583470801181736961,12853,root,,2,12851
583470801232068609,13751,administrator,,2,11141
583470801332731906,14226,administrator,,2,11132
583470801399840770,15189,administrator,,2,11114
583470801471143938,15097,xunjian,,2,11111
583470801471143939,15096,administrator,,2,11111
583470801517281282,13760,administrator,,2,11108
583470801559224322,15086,administrator,,2,11078
583470801601167361,15099,administrator,,2,11066
583470801651499010,14780,administrator,,2,11018
583470801693442050,14821,administrator,,2,11015
583470801726996483,14541,was,,2,10772
583470801726996484,14540,view,,2,10772
583470801726996485,14539,sudoroot,,2,10772
583470801726996486,14538,root,,2,10772
583470801773133827,13118,view,,2,10748
583470801773133828,13117,sudoroot,,2,10748
583470801773133829,13116,root,,2,10748
583470801819271171,15088,root,,2,10180
583470801861214211,14989,root,,2,9596
583470801957683202,15335,HAC_write,,2,8825
583470801957683203,15334,HAC_read,,2,8825
583470801991237634,15333,HAC_write,,2,8822
583470801991237635,15332,HAC_read,,2,8822
583470802138038274,12876,HAC_write,,2,8693
583470802138038275,12875,HAC_read,,2,8693
583470802175787010,12900,HAC_write,,2,8690
583470802175787011,12899,HAC_read,,2,8690
583470802230312962,12878,HAC_write,,2,8678
583470802234507264,12877,HAC_read,,2,8678
583470802272256002,12874,HAC_write,,2,8675
583470802272256003,12873,HAC_read,,2,8675
583470802305810434,14654,HAC_write,,2,8594
583470802305810435,14653,HAC_read,,2,8594
583470802351947778,14642,HAC_write,,2,8591
583470802351947779,14641,HAC_read,,2,8591
583470802393890818,14640,HAC_write,,2,8588
583470802393890819,14639,HAC_read,,2,8588
583470802435833858,14626,HAC_write,,2,8585
583470802435833859,14625,HAC_read,,2,8585
583470802599411714,12880,HAC_write,,2,8453
583470802599411715,12879,HAC_read,,2,8453
583470802674909186,14644,HAC_write,,2,8441
583470802674909187,14643,HAC_read,,2,8441
583470802704269314,14652,HAC_write,,2,8438
583470802704269315,14651,HAC_read,,2,8438
583470802733629442,14648,HAC_write,,2,8435
583470802733629443,14647,HAC_read,,2,8435
583470802767183874,14646,HAC_write,,2,8432
583470802767183875,14645,HAC_read,,2,8432
583470802804932610,14650,HAC_write,,2,8429
583470802804932611,14649,HAC_read,,2,8429
583470802842681346,14638,HAC_write,,2,8426
583470802842681347,14637,HAC_read,,2,8426
583470802872041472,14636,HAC_write,,2,8423
583470802872041473,14635,HAC_read,,2,8423
583470802897207297,14634,HAC_write,,2,8420
583470802897207298,14633,HAC_read,,2,8420
583470802926567426,14632,HAC_write,,2,8417
583470802926567427,14631,HAC_read,,2,8417
583470802964316162,14630,HAC_write,,2,8414
583470802964316163,14629,HAC_read,,2,8414
583470803031425026,14628,HAC_write,,2,8411
583470803031425027,14627,HAC_read,,2,8411
583470803236945922,15317,HAC_write,,2,8615
583470803236945923,15316,HAC_read,,2,8615
583470803283083266,14614,HAC_write,,2,8576
583470803283083267,14613,HAC_read,,2,8576
583470803325026306,14612,HAC_write,,2,8573
583470803325026307,14611,HAC_read,,2,8573
583470803366969346,14610,HAC_write,,2,8570
583470803366969347,14609,HAC_read,,2,8570
583470803404718082,14608,HAC_write,,2,8567
583470803413106688,14607,HAC_read,,2,8567
583470803455049730,14606,HAC_write,,2,8564
583470803455049731,14605,HAC_read,,2,8564
583470803492798466,14604,HAC_write,,2,8561
583470803492798467,14603,HAC_read,,2,8561
583470803530547202,14602,HAC_write,,2,8558
583470803530547203,14601,HAC_read,,2,8558
583470803564101634,14600,HAC_write,,2,8555
583470803564101635,14599,HAC_read,,2,8555
583470803593461762,14598,HAC_write,,2,8552
583470803593461763,14597,HAC_read,,2,8552
583470803631210498,14596,HAC_write,,2,8549
583470803631210499,14595,HAC_read,,2,8549
583470803668959234,14594,HAC_write,,2,8546
583470803668959235,14593,HAC_read,,2,8546
583470803710902274,14592,HAC_write,,2,8543
583470803710902275,14591,HAC_read,,2,8543
583470803790594050,14590,HAC_write,,2,8540
583470803790594051,14589,HAC_read,,2,8540
583470803845120002,14588,HAC_write,,2,8537
583470803845120003,14587,HAC_read,,2,8537
583470803891257345,14586,HAC_write,,2,8534
583470803891257346,14585,HAC_read,,2,8534
583470803937394689,14584,HAC_write,,2,8531
583470803937394690,14583,HAC_read,,2,8531
583470804071612418,14582,HAC_write,,2,8528
583470804071612419,14581,HAC_read,,2,8528
583470804113555458,14580,HAC_write,,2,8525
583470804113555459,14579,HAC_read,,2,8525
583470804163887106,14578,HAC_write,,2,8522
583470804163887107,14577,HAC_read,,2,8522
583470804201635842,14576,HAC_write,,2,8519
583470804201635843,14575,HAC_read,,2,8519
583470804247773186,14574,HAC_write,,2,8516
583470804247773187,14573,HAC_read,,2,8516
583470804293910530,14572,HAC_write,,2,8513
583470804293910531,14571,HAC_read,,2,8513
583470804340047874,14570,HAC_write,,2,8510
583470804340047875,14569,HAC_read,,2,8510
